pair,family,condition,identifiable,method,truth,prediction,correct,abstain
38,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
38,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
38,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
38,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
38,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
38,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
39,human_override,non_identifiable,0,outcome,operator,developer,0,0
39,human_override,non_identifiable,0,causal,operator,developer,0,0
39,human_override,non_identifiable,0,rule,operator,provider,0,0
39,human_override,non_identifiable,0,scm,operator,operator,1,0
39,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
39,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
39,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
39,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
39,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
39,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
40,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
40,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
40,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
40,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
40,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
40,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
40,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
40,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
40,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
40,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
41,human_override,non_identifiable,0,outcome,operator,developer,0,0
41,human_override,non_identifiable,0,causal,operator,developer,0,0
41,human_override,non_identifiable,0,rule,operator,provider,0,0
41,human_override,non_identifiable,0,scm,operator,operator,1,0
41,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
41,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
41,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
41,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
41,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
41,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
42,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
42,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
42,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
42,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
42,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
42,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
42,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
42,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
42,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
42,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
43,human_override,non_identifiable,0,outcome,operator,developer,0,0
43,human_override,non_identifiable,0,causal,operator,developer,0,0
43,human_override,non_identifiable,0,rule,operator,provider,0,0
43,human_override,non_identifiable,0,scm,operator,operator,1,0
43,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
43,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
43,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
43,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
43,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
43,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
44,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
44,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
44,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
44,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
44,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
44,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
44,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
44,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
44,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
44,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
45,human_override,non_identifiable,0,outcome,operator,developer,0,0
45,human_override,non_identifiable,0,causal,operator,developer,0,0
45,human_override,non_identifiable,0,rule,operator,provider,0,0
45,human_override,non_identifiable,0,scm,operator,operator,1,0
45,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
45,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
45,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
45,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
45,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
45,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
46,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
46,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
46,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
46,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
46,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
46,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
46,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
46,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
46,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
46,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
47,human_override,non_identifiable,0,outcome,operator,developer,0,0
47,human_override,non_identifiable,0,causal,operator,developer,0,0
47,human_override,non_identifiable,0,rule,operator,provider,0,0
47,human_override,non_identifiable,0,scm,operator,operator,1,0
47,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
47,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
47,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
47,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
47,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
47,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
48,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
48,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
48,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
48,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
48,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
48,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
48,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
48,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
48,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
48,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
49,human_override,non_identifiable,0,outcome,operator,developer,0,0
49,human_override,non_identifiable,0,causal,operator,developer,0,0
49,human_override,non_identifiable,0,rule,operator,provider,0,0
49,human_override,non_identifiable,0,scm,operator,operator,1,0
49,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
49,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
49,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
49,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
49,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
49,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
50,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
50,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
50,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
50,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
50,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
50,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
50,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
50,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
50,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
50,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
51,human_override,non_identifiable,0,outcome,operator,developer,0,0
51,human_override,non_identifiable,0,causal,operator,developer,0,0
51,human_override,non_identifiable,0,rule,operator,provider,0,0
51,human_override,non_identifiable,0,scm,operator,operator,1,0
51,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
51,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
51,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
51,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
51,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
51,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
52,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
52,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
52,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
52,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
52,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
52,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
52,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
52,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
52,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
52,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
53,human_override,non_identifiable,0,outcome,operator,developer,0,0
53,human_override,non_identifiable,0,causal,operator,developer,0,0
53,human_override,non_identifiable,0,rule,operator,provider,0,0
53,human_override,non_identifiable,0,scm,operator,operator,1,0
53,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
53,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
53,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
53,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
53,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
53,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
54,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
54,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
54,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
54,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
54,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
54,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
54,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
54,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
54,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
54,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
55,human_override,non_identifiable,0,outcome,operator,developer,0,0
55,human_override,non_identifiable,0,causal,operator,developer,0,0
55,human_override,non_identifiable,0,rule,operator,provider,0,0
55,human_override,non_identifiable,0,scm,operator,operator,1,0
55,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
55,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
55,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
55,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
55,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
55,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
56,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
56,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
56,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
56,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
56,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
56,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
56,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
56,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
56,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
56,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
57,human_override,non_identifiable,0,outcome,operator,developer,0,0
57,human_override,non_identifiable,0,causal,operator,developer,0,0
57,human_override,non_identifiable,0,rule,operator,provider,0,0
57,human_override,non_identifiable,0,scm,operator,operator,1,0
57,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
57,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
57,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
57,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
57,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
57,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
58,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
58,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
58,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
58,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
58,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
58,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
58,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
58,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
58,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
58,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
59,human_override,non_identifiable,0,outcome,operator,developer,0,0
59,human_override,non_identifiable,0,causal,operator,developer,0,0
59,human_override,non_identifiable,0,rule,operator,provider,0,0
59,human_override,non_identifiable,0,scm,operator,operator,1,0
59,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
59,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
59,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
59,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
59,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
59,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
60,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
60,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
